outgoing_flight_number,origin_airport,destination_airport,layover_airport,duration,price
AC797,EWR,CDG,AC797+AC874,9H20M,462.23
AC797,EWR,CDG,AC797+AC874,9H20M,459.72
AC797,EWR,CDG,AC797+AC874,9H20M,434.50
AC797,EWR,CDG,AC797+AC874,9H20M,451.10
AC797,EWR,CDG,AC797+AC874,9H20M,440.70
AC797,EWR,CDG,AC797+AC874,9H20M,437.41
AC797,EWR,CDG,AC797+AC874,9H20M,433.69
AC797,EWR,CDG,AC797+AC874,9H20M,441.10
AC797,EWR,CDG,AC797+AC874,9H20M,439.49
AC797,EWR,CDG,AC797+AC874,9H20M,462.46
AC797,EWR,CDG,AC797+AC874,9H20M,443.03
AC797,EWR,CDG,AC797+AC874,9H20M,461.08
AC797,EWR,CDG,AC797+AC874,9H20M,452.70
AC797,EWR,CDG,AC797+AC874,9H20M,460.20
AC797,EWR,CDG,AC797+AC874,9H20M,461.80
AC797,EWR,CDG,AC797+AC874,9H20M,452.56
AC797,EWR,CDG,AC797+AC874,9H20M,448.22
AC797,EWR,CDG,AC797+AC874,9H20M,440.26
AC797,EWR,CDG,AC797+AC874,9H20M,460.77
AC797,EWR,CDG,AC797+AC874,9H20M,447.83
AC797,EWR,CDG,AC797+AC874,9H20M,458.04
AC797,EWR,CDG,AC797+AC874,9H20M,453.18
AC797,EWR,CDG,AC797+AC874,9H20M,451.56
AC797,EWR,CDG,AC797+AC874,9H20M,442.55
AC797,EWR,CDG,AC797+AC874,9H20M,436.83
AC797,EWR,CDG,AC797+AC874,9H20M,447.03
AC797,EWR,CDG,AC797+AC874,9H20M,456.03
AC797,EWR,CDG,AC797+AC874,9H20M,450.02
AC797,EWR,CDG,AC797+AC874,9H20M,435.00
AC797,EWR,CDG,AC797+AC874,9H20M,459.64
AC797,EWR,CDG,AC797+AC874,9H20M,442.16
AC797,EWR,CDG,AC797+AC874,9H20M,462.09
AC797,EWR,CDG,AC797+AC874,9H20M,459.10
AC797,EWR,CDG,AC797+AC874,9H20M,451.42
AC797,EWR,CDG,AC797+AC874,9H20M,435.84
AC797,EWR,CDG,AC797+AC874,9H20M,455.93
AC797,EWR,CDG,AC797+AC874,9H20M,439.97
AC797,EWR,CDG,AC797+AC874,9H20M,451.13
AC797,EWR,CDG,AC797+AC874,9H20M,457.46
AC797,EWR,CDG,AC797+AC874,9H20M,454.12
AC797,EWR,CDG,AC797+AC874,9H20M,457.26
AC797,EWR,CDG,AC797+AC874,9H20M,452.40
AC797,EWR,CDG,AC797+AC874,9H20M,437.15
AC797,EWR,CDG,AC797+AC874,9H20M,446.28
AC797,EWR,CDG,AC797+AC874,9H20M,438.35
AC797,EWR,CDG,AC797+AC874,9H20M,433.47
AC797,EWR,CDG,AC797+AC874,9H20M,453.50
AC797,EWR,CDG,AC797+AC874,9H20M,435.74
AC797,EWR,CDG,AC797+AC874,9H20M,439.97
AC797,EWR,CDG,AC797+AC874,9H20M,435.19
AC797,EWR,CDG,AC797+AC874,9H20M,437.79
AC797,EWR,CDG,AC797+AC874,9H20M,452.29
AC797,EWR,CDG,AC797+AC874,9H20M,461.98
AC797,EWR,CDG,AC797+AC874,9H20M,443.15
AC797,EWR,CDG,AC797+AC874,9H20M,448.38
AC797,EWR,CDG,AC797+AC874,9H20M,454.32
AC797,EWR,CDG,AC797+AC874,9H20M,455.06
AC797,EWR,CDG,AC797+AC874,9H20M,449.87
AC797,EWR,CDG,AC797+AC874,9H20M,459.13
AC797,EWR,CDG,AC797+AC874,9H20M,448.04
AC797,EWR,CDG,AC797+AC874,9H20M,436.77
AC797,EWR,CDG,AC797+AC874,9H20M,450.50
AC797,EWR,CDG,AC797+AC874,9H20M,450.13
AC797,EWR,CDG,AC797+AC874,9H20M,440.40
AC797,EWR,CDG,AC797+AC874,9H20M,454.95
AC797,EWR,CDG,AC797+AC874,9H20M,442.33
AC797,EWR,CDG,AC797+AC874,9H20M,450.02
AC797,EWR,CDG,AC797+AC874,9H20M,444.02
AC797,EWR,CDG,AC797+AC874,9H20M,442.01
AC797,EWR,CDG,AC797+AC874,9H20M,462.88
AC797,EWR,CDG,AC797+AC874,9H20M,435.87
AC797,EWR,CDG,AC797+AC874,9H20M,447.82
AC797,EWR,CDG,AC797+AC874,9H20M,459.61
AC797,EWR,CDG,AC797+AC874,9H20M,435.06
AC797,EWR,CDG,AC797+AC874,9H20M,448.87
AC797,EWR,CDG,AC797+AC874,9H20M,435.84
AC797,EWR,CDG,AC797+AC874,9H20M,460.24
AC797,EWR,CDG,AC797+AC874,9H20M,439.21
AC797,EWR,CDG,AC797+AC874,9H20M,463.07
AC797,EWR,CDG,AC797+AC874,9H20M,458.96
AC797,EWR,CDG,AC797+AC874,9H20M,439.78
AC797,EWR,CDG,AC797+AC874,9H20M,462.48
AC797,EWR,CDG,AC797+AC874,9H20M,448.53
AC797,EWR,CDG,AC797+AC874,9H20M,439.86
AC797,EWR,CDG,AC797+AC874,9H20M,453.88
AC797,EWR,CDG,AC797+AC874,9H20M,444.16
AC797,EWR,CDG,AC797+AC874,9H20M,460.94
AC797,EWR,CDG,AC797+AC874,9H20M,440.61
AC797,EWR,CDG,AC797+AC874,9H20M,460.66
AC797,EWR,CDG,AC797+AC874,9H20M,453.06
AC797,EWR,CDG,AC797+AC874,9H20M,445.81
AC797,EWR,CDG,AC797+AC874,9H20M,434.99
AC797,EWR,CDG,AC797+AC874,9H20M,442.79
AC797,EWR,CDG,AC797+AC874,9H20M,458.21
AC797,EWR,CDG,AC797+AC874,9H20M,458.00
AC797,EWR,CDG,AC797+AC874,9H20M,443.30
AC797,EWR,CDG,AC797+AC874,9H20M,433.51
AC797,EWR,CDG,AC797+AC874,9H20M,438.20
AC797,EWR,CDG,AC797+AC874,9H20M,445.23
AC797,EWR,CDG,AC797+AC874,9H20M,457.21
AC797,EWR,CDG,AC797+AC874,9H20M,443.72
AC797,EWR,CDG,AC797+AC874,9H20M,437.09
AC797,EWR,CDG,AC797+AC874,9H20M,448.74
AC797,EWR,CDG,AC797+AC874,9H20M,454.61
AC797,EWR,CDG,AC797+AC874,9H20M,450.36
AC797,EWR,CDG,AC797+AC874,9H20M,455.00
AC797,EWR,CDG,AC797+AC874,9H20M,433.94
AC797,EWR,CDG,AC797+AC874,9H20M,441.11
AC797,EWR,CDG,AC797+AC874,9H20M,440.98
AC797,EWR,CDG,AC797+AC874,9H20M,441.64
AC797,EWR,CDG,AC797+AC874,9H20M,460.43
AC797,EWR,CDG,AC797+AC874,9H20M,444.30
AC797,EWR,CDG,AC797+AC874,9H20M,434.50
AC797,EWR,CDG,AC797+AC874,9H20M,447.82
AC797,EWR,CDG,AC797+AC874,9H20M,442.33
AC797,EWR,CDG,AC797+AC874,9H20M,460.03
AC797,EWR,CDG,AC797+AC874,9H20M,444.26
AC797,EWR,CDG,AC797+AC874,9H20M,456.69
AC797,EWR,CDG,AC797+AC874,9H20M,458.05
AC797,EWR,CDG,AC797+AC874,9H20M,446.79
AC797,EWR,CDG,AC797+AC874,9H20M,456.81
AC797,EWR,CDG,AC797+AC874,9H20M,450.95
AC797,EWR,CDG,AC797+AC874,9H20M,452.32
AC797,EWR,CDG,AC797+AC874,9H20M,434.02
AC797,EWR,CDG,AC797+AC874,9H20M,457.81
AC797,EWR,CDG,AC797+AC874,9H20M,454.89
AC797,EWR,CDG,AC797+AC874,9H20M,453.26
AC797,EWR,CDG,AC797+AC874,9H20M,443.81
AC797,EWR,CDG,AC797+AC874,9H20M,435.50
AC797,EWR,CDG,AC797+AC874,9H20M,442.13
AC797,EWR,CDG,AC797+AC874,9H20M,462.79
AC797,EWR,CDG,AC797+AC874,9H20M,452.37
AC797,EWR,CDG,AC797+AC874,9H20M,462.11
AC797,EWR,CDG,AC797+AC874,9H20M,459.24
AC797,EWR,CDG,AC797+AC874,9H20M,440.59
AC797,EWR,CDG,AC797+AC874,9H20M,447.78
AC797,EWR,CDG,AC797+AC874,9H20M,434.49
AC797,EWR,CDG,AC797+AC874,9H20M,434.24
AC797,EWR,CDG,AC797+AC874,9H20M,459.20
AC797,EWR,CDG,AC797+AC874,9H20M,434.74
AC797,EWR,CDG,AC797+AC874,9H20M,457.06
AC797,EWR,CDG,AC797+AC874,9H20M,455.22
AC797,EWR,CDG,AC797+AC874,9H20M,451.58
AC797,EWR,CDG,AC797+AC874,9H20M,443.68
AC797,EWR,CDG,AC797+AC874,9H20M,442.95
AC797,EWR,CDG,AC797+AC874,9H20M,450.03
AC797,EWR,CDG,AC797+AC874,9H20M,461.81
AC797,EWR,CDG,AC797+AC874,9H20M,442.73
AC797,EWR,CDG,AC797+AC874,9H20M,442.92
AC797,EWR,CDG,AC797+AC874,9H20M,461.13
AC797,EWR,CDG,AC797+AC874,9H20M,455.12
AC797,EWR,CDG,AC797+AC874,9H20M,455.01
AC797,EWR,CDG,AC797+AC874,9H20M,446.19
AC797,EWR,CDG,AC797+AC874,9H20M,452.10
AC797,EWR,CDG,AC797+AC874,9H20M,444.63
AC797,EWR,CDG,AC797+AC874,9H20M,440.91
AC797,EWR,CDG,AC797+AC874,9H20M,463.04
AC797,EWR,CDG,AC797+AC874,9H20M,442.68
AC797,EWR,CDG,AC797+AC874,9H20M,439.79
AC797,EWR,CDG,AC797+AC874,9H20M,436.67
AC797,EWR,CDG,AC797+AC874,9H20M,435.45
AC797,EWR,CDG,AC797+AC874,9H20M,458.00
AC797,EWR,CDG,AC797+AC874,9H20M,434.38
AC797,EWR,CDG,AC797+AC874,9H20M,444.14
AC797,EWR,CDG,AC797+AC874,9H20M,449.51
AC797,EWR,CDG,AC797+AC874,9H20M,455.41
AC797,EWR,CDG,AC797+AC874,9H20M,451.34
AC797,EWR,CDG,AC797+AC874,9H20M,455.23
AC797,EWR,CDG,AC797+AC874,9H20M,461.75
AC797,EWR,CDG,AC797+AC874,9H20M,447.70
AC797,EWR,CDG,AC797+AC874,9H20M,446.70
AC797,EWR,CDG,AC797+AC874,9H20M,435.27
AC797,EWR,CDG,AC797+AC874,9H20M,460.85
AC797,EWR,CDG,AC797+AC874,9H20M,446.01
AC797,EWR,CDG,AC797+AC874,9H20M,456.09
AC797,EWR,CDG,AC797+AC874,9H20M,454.48
AC797,EWR,CDG,AC797+AC874,9H20M,456.42
AC797,EWR,CDG,AC797+AC874,9H20M,458.37
AC797,EWR,CDG,AC797+AC874,9H20M,433.89
AC797,EWR,CDG,AC797+AC874,9H20M,434.92
AC797,EWR,CDG,AC797+AC874,9H20M,437.90
AC797,EWR,CDG,AC797+AC874,9H20M,440.95
AC797,EWR,CDG,AC797+AC874,9H20M,448.59
AC797,EWR,CDG,AC797+AC874,9H20M,441.70
AC797,EWR,CDG,AC797+AC874,9H20M,448.40
AC797,EWR,CDG,AC797+AC874,9H20M,458.52
AC797,EWR,CDG,AC797+AC874,9H20M,456.28
AC797,EWR,CDG,AC797+AC874,9H20M,452.50
AC797,EWR,CDG,AC797+AC874,9H20M,441.93
AC797,EWR,CDG,AC797+AC874,9H20M,448.77
AC797,EWR,CDG,AC797+AC874,9H20M,449.14
AC797,EWR,CDG,AC797+AC874,9H20M,437.66
AC797,EWR,CDG,AC797+AC874,9H20M,435.93
AC797,EWR,CDG,AC797+AC874,9H20M,441.60
AC797,EWR,CDG,AC797+AC874,9H20M,456.76
AC797,EWR,CDG,AC797+AC874,9H20M,445.25
AC797,EWR,CDG,AC797+AC874,9H20M,456.26
AC797,EWR,CDG,AC797+AC874,9H20M,459.19
AC797,EWR,CDG,AC797+AC874,9H20M,434.42
AC797,EWR,CDG,AC797+AC874,9H20M,440.67
AC797,EWR,CDG,AC797+AC874,9H20M,437.79
AC797,EWR,CDG,AC797+AC874,9H20M,436.12
AC797,EWR,CDG,AC797+AC874,9H20M,435.31
AC797,EWR,CDG,AC797+AC874,9H20M,449.28
AC797,EWR,CDG,AC797+AC874,9H20M,460.20
AC797,EWR,CDG,AC797+AC874,9H20M,450.51
AC797,EWR,CDG,AC797+AC874,9H20M,462.16
AC797,EWR,CDG,AC797+AC874,9H20M,452.61
AC797,EWR,CDG,AC797+AC874,9H20M,446.68
AC797,EWR,CDG,AC797+AC874,9H20M,437.29
AC797,EWR,CDG,AC797+AC874,9H20M,448.20
AC797,EWR,CDG,AC797+AC874,9H20M,454.50
AC797,EWR,CDG,AC797+AC874,9H20M,441.86
AC797,EWR,CDG,AC797+AC874,9H20M,443.50
AC797,EWR,CDG,AC797+AC874,9H20M,447.83
AC797,EWR,CDG,AC797+AC874,9H20M,442.52
AC797,EWR,CDG,AC797+AC874,9H20M,434.78
AC797,EWR,CDG,AC797+AC874,9H20M,452.29
AC797,EWR,CDG,AC797+AC874,9H20M,433.71
AC797,EWR,CDG,AC797+AC874,9H20M,442.54
AC797,EWR,CDG,AC797+AC874,9H20M,443.49
AC797,EWR,CDG,AC797+AC874,9H20M,438.08
AC797,EWR,CDG,AC797+AC874,9H20M,439.28
AC797,EWR,CDG,AC797+AC874,9H20M,460.46
AC797,EWR,CDG,AC797+AC874,9H20M,449.26
AC797,EWR,CDG,AC797+AC874,9H20M,439.15
AC797,EWR,CDG,AC797+AC874,9H20M,443.96
AC797,EWR,CDG,AC797+AC874,9H20M,444.23
AC797,EWR,CDG,AC797+AC874,9H20M,440.86
AC797,EWR,CDG,AC797+AC874,9H20M,436.20
AC797,EWR,CDG,AC797+AC874,9H20M,442.47
AC797,EWR,CDG,AC797+AC874,9H20M,462.29
AC797,EWR,CDG,AC797+AC874,9H20M,452.77
AC797,EWR,CDG,AC797+AC874,9H20M,436.48
AC797,EWR,CDG,AC797+AC874,9H20M,459.77
AC797,EWR,CDG,AC797+AC874,9H20M,451.03
AC797,EWR,CDG,AC797+AC874,9H20M,435.49
AC797,EWR,CDG,AC797+AC874,9H20M,462.06
AC797,EWR,CDG,AC797+AC874,9H20M,449.14
AC797,EWR,CDG,AC797+AC874,9H20M,463.08
AC797,EWR,CDG,AC797+AC874,9H20M,441.46
AC797,EWR,CDG,AC797+AC874,9H20M,438.77
AC797,EWR,CDG,AC797+AC874,9H20M,443.12
AC797,EWR,CDG,AC797+AC874,9H20M,441.95
AC797,EWR,CDG,AC797+AC874,9H20M,456.09
AC797,EWR,CDG,AC797+AC874,9H20M,438.17
AC797,EWR,CDG,AC797+AC874,9H20M,454.52
AC797,EWR,CDG,AC797+AC874,9H20M,444.77
AC797,EWR,CDG,AC797+AC874,9H20M,450.83
AC797,EWR,CDG,AC797+AC874,9H20M,449.74
AC797,EWR,CDG,AC797+AC874,9H20M,449.12
AC797,EWR,CDG,AC797+AC874,9H20M,435.09
AC797,EWR,CDG,AC797+AC874,9H20M,443.10
AC797,EWR,CDG,AC797+AC874,9H20M,443.32
AC797,EWR,CDG,AC797+AC874,9H20M,440.93
AC797,EWR,CDG,AC797+AC874,9H20M,440.94
AC797,EWR,CDG,AC797+AC874,9H20M,456.84
AC797,EWR,CDG,AC797+AC874,9H20M,433.33
AC797,EWR,CDG,AC797+AC874,9H20M,447.03
AC797,EWR,CDG,AC797+AC874,9H20M,450.68
AC797,EWR,CDG,AC797+AC874,9H20M,447.71
AC797,EWR,CDG,AC797+AC874,9H20M,446.07
AC797,EWR,CDG,AC797+AC874,9H20M,460.46
AC797,EWR,CDG,AC797+AC874,9H20M,449.02
AC797,EWR,CDG,AC797+AC874,9H20M,457.48
AC797,EWR,CDG,AC797+AC874,9H20M,459.89
AC797,EWR,CDG,AC797+AC874,9H20M,437.30
AC797,EWR,CDG,AC797+AC874,9H20M,459.62
AC797,EWR,CDG,AC797+AC874,9H20M,444.18
AC797,EWR,CDG,AC797+AC874,9H20M,444.67
AC797,EWR,CDG,AC797+AC874,9H20M,447.56
AC797,EWR,CDG,AC797+AC874,9H20M,458.07
AC797,EWR,CDG,AC797+AC874,9H20M,457.46
AC797,EWR,CDG,AC797+AC874,9H20M,452.10
AC797,EWR,CDG,AC797+AC874,9H20M,439.18
AC797,EWR,CDG,AC797+AC874,9H20M,459.22
AC797,EWR,CDG,AC797+AC874,9H20M,441.87
AC797,EWR,CDG,AC797+AC874,9H20M,452.18
AC797,EWR,CDG,AC797+AC874,9H20M,449.59
AC797,EWR,CDG,AC797+AC874,9H20M,437.40
AC797,EWR,CDG,AC797+AC874,9H20M,446.07
AC797,EWR,CDG,AC797+AC874,9H20M,443.15
AC797,EWR,CDG,AC797+AC874,9H20M,440.79
AC797,EWR,CDG,AC797+AC874,9H20M,435.41
AC797,EWR,CDG,AC797+AC874,9H20M,450.82
AC797,EWR,CDG,AC797+AC874,9H20M,462.63
AC797,EWR,CDG,AC797+AC874,9H20M,441.30
AC797,EWR,CDG,AC797+AC874,9H20M,438.98
AC797,EWR,CDG,AC797+AC874,9H20M,435.80
AC797,EWR,CDG,AC797+AC874,9H20M,436.85
AC797,EWR,CDG,AC797+AC874,9H20M,441.24
AC797,EWR,CDG,AC797+AC874,9H20M,458.08
AC797,EWR,CDG,AC797+AC874,9H20M,462.24
AC797,EWR,CDG,AC797+AC874,9H20M,451.90
AC797,EWR,CDG,AC797+AC874,9H20M,456.36
AC797,EWR,CDG,AC797+AC874,9H20M,434.16
AC797,EWR,CDG,AC797+AC874,9H20M,456.98
AC797,EWR,CDG,AC797+AC874,9H20M,437.06
AC797,EWR,CDG,AC797+AC874,9H20M,451.71
AC797,EWR,CDG,AC797+AC874,9H20M,443.59
AC797,EWR,CDG,AC797+AC874,9H20M,462.89
AC797,EWR,CDG,AC797+AC874,9H20M,444.36
AC797,EWR,CDG,AC797+AC874,9H20M,456.63
AC797,EWR,CDG,AC797+AC874,9H20M,442.53
AC797,EWR,CDG,AC797+AC874,9H20M,440.84
AC797,EWR,CDG,AC797+AC874,9H20M,441.15
AC797,EWR,CDG,AC797+AC874,9H20M,450.06
AC797,EWR,CDG,AC797+AC874,9H20M,446.33
AC797,EWR,CDG,AC797+AC874,9H20M,449.48
AC797,EWR,CDG,AC797+AC874,9H20M,443.79
AC797,EWR,CDG,AC797+AC874,9H20M,447.58
AC797,EWR,CDG,AC797+AC874,9H20M,438.41
AC797,EWR,CDG,AC797+AC874,9H20M,441.38
AC797,EWR,CDG,AC797+AC874,9H20M,439.87
AC797,EWR,CDG,AC797+AC874,9H20M,440.94
AC797,EWR,CDG,AC797+AC874,9H20M,458.38
AC797,EWR,CDG,AC797+AC874,9H20M,447.20
AC797,EWR,CDG,AC797+AC874,9H20M,454.65
AC797,EWR,CDG,AC797+AC874,9H20M,455.41
AC797,EWR,CDG,AC797+AC874,9H20M,457.85
AC797,EWR,CDG,AC797+AC874,9H20M,453.33
AC797,EWR,CDG,AC797+AC874,9H20M,443.47
AC797,EWR,CDG,AC797+AC874,9H20M,450.80
AC797,EWR,CDG,AC797+AC874,9H20M,444.00
AC797,EWR,CDG,AC797+AC874,9H20M,453.64
AC797,EWR,CDG,AC797+AC874,9H20M,437.28
AC797,EWR,CDG,AC797+AC874,9H20M,439.29
AC797,EWR,CDG,AC797+AC874,9H20M,436.65
AC797,EWR,CDG,AC797+AC874,9H20M,441.72
AC797,EWR,CDG,AC797+AC874,9H20M,441.19
AC797,EWR,CDG,AC797+AC874,9H20M,444.96
AC797,EWR,CDG,AC797+AC874,9H20M,443.09
AC797,EWR,CDG,AC797+AC874,9H20M,446.93
AC797,EWR,CDG,AC797+AC874,9H20M,438.05
AC797,EWR,CDG,AC797+AC874,9H20M,459.34
AC797,EWR,CDG,AC797+AC874,9H20M,457.23
AC797,EWR,CDG,AC797+AC874,9H20M,455.24
AC797,EWR,CDG,AC797+AC874,9H20M,449.20
AC797,EWR,CDG,AC797+AC874,9H20M,461.06
AC797,EWR,CDG,AC797+AC874,9H20M,435.36
AC797,EWR,CDG,AC797+AC874,9H20M,454.55
AC797,EWR,CDG,AC797+AC874,9H20M,453.01
AC797,EWR,CDG,AC797+AC874,9H20M,438.59
AC797,EWR,CDG,AC797+AC874,9H20M,439.82
AC797,EWR,CDG,AC797+AC874,9H20M,433.91
AC797,EWR,CDG,AC797+AC874,9H20M,449.05
AC797,EWR,CDG,AC797+AC874,9H20M,451.06
AC797,EWR,CDG,AC797+AC874,9H20M,444.33
AC797,EWR,CDG,AC797+AC874,9H20M,446.60
AC797,EWR,CDG,AC797+AC874,9H20M,461.15
AC797,EWR,CDG,AC797+AC874,9H20M,454.80
AC797,EWR,CDG,AC797+AC874,9H20M,450.98
AC797,EWR,CDG,AC797+AC874,9H20M,438.39
AC797,EWR,CDG,AC797+AC874,9H20M,446.55
AC797,EWR,CDG,AC797+AC874,9H20M,441.09
AC797,EWR,CDG,AC797+AC874,9H20M,437.88
AC797,EWR,CDG,AC797+AC874,9H20M,455.02
AC797,EWR,CDG,AC797+AC874,9H20M,440.74
AC797,EWR,CDG,AC797+AC874,9H20M,435.17
AC797,EWR,CDG,AC797+AC874,9H20M,439.73
AC797,EWR,CDG,AC797+AC874,9H20M,446.16
AC797,EWR,CDG,AC797+AC874,9H20M,438.38
AC797,EWR,CDG,AC797+AC874,9H20M,456.28
AC797,EWR,CDG,AC797+AC874,9H20M,459.49
AC797,EWR,CDG,AC797+AC874,9H20M,457.40
AC797,EWR,CDG,AC797+AC874,9H20M,459.91
AC797,EWR,CDG,AC797+AC874,9H20M,444.90
AC797,EWR,CDG,AC797+AC874,9H20M,439.33
AC797,EWR,CDG,AC797+AC874,9H20M,457.24
AC797,EWR,CDG,AC797+AC874,9H20M,441.23
AC797,EWR,CDG,AC797+AC874,9H20M,445.05
AC797,EWR,CDG,AC797+AC874,9H20M,441.94
AC797,EWR,CDG,AC797+AC874,9H20M,442.08
AC797,EWR,CDG,AC797+AC874,9H20M,459.90
AC797,EWR,CDG,AC797+AC874,9H20M,457.67
AC797,EWR,CDG,AC797+AC874,9H20M,450.12
AC797,EWR,CDG,AC797+AC874,9H20M,459.47
AC797,EWR,CDG,AC797+AC874,9H20M,445.75
AC797,EWR,CDG,AC797+AC874,9H20M,444.76
AC797,EWR,CDG,AC797+AC874,9H20M,452.46
AC797,EWR,CDG,AC797+AC874,9H20M,448.00
AC797,EWR,CDG,AC797+AC874,9H20M,437.15
AC797,EWR,CDG,AC797+AC874,9H20M,453.88
AC797,EWR,CDG,AC797+AC874,9H20M,456.30
AC797,EWR,CDG,AC797+AC874,9H20M,440.94
AC797,EWR,CDG,AC797+AC874,9H20M,435.12
AC797,EWR,CDG,AC797+AC874,9H20M,458.33
AC797,EWR,CDG,AC797+AC874,9H20M,446.30
AC797,EWR,CDG,AC797+AC874,9H20M,441.09
AC797,EWR,CDG,AC797+AC874,9H20M,447.75
AC797,EWR,CDG,AC797+AC874,9H20M,439.88
AC797,EWR,CDG,AC797+AC874,9H20M,437.13
AC797,EWR,CDG,AC797+AC874,9H20M,434.88
AC797,EWR,CDG,AC797+AC874,9H20M,435.58
AC797,EWR,CDG,AC797+AC874,9H20M,448.74
AC797,EWR,CDG,AC797+AC874,9H20M,442.56
AC797,EWR,CDG,AC797+AC874,9H20M,435.73
AC797,EWR,CDG,AC797+AC874,9H20M,435.19
AC797,EWR,CDG,AC797+AC874,9H20M,438.84
AC797,EWR,CDG,AC797+AC874,9H20M,450.51
AC797,EWR,CDG,AC797+AC874,9H20M,439.40
AC797,EWR,CDG,AC797+AC874,9H20M,453.70
AC797,EWR,CDG,AC797+AC874,9H20M,445.93
AC797,EWR,CDG,AC797+AC874,9H20M,454.28
AC797,EWR,CDG,AC797+AC874,9H20M,437.81
AC797,EWR,CDG,AC797+AC874,9H20M,460.21
AC797,EWR,CDG,AC797+AC874,9H20M,451.70
AC797,EWR,CDG,AC797+AC874,9H20M,454.25
AC797,EWR,CDG,AC797+AC874,9H20M,452.33
AC797,EWR,CDG,AC797+AC874,9H20M,462.65
AC797,EWR,CDG,AC797+AC874,9H20M,438.09
AC797,EWR,CDG,AC797+AC874,9H20M,441.75
AC797,EWR,CDG,AC797+AC874,9H20M,453.27
AC797,EWR,CDG,AC797+AC874,9H20M,448.52
AC797,EWR,CDG,AC797+AC874,9H20M,453.69
AC797,EWR,CDG,AC797+AC874,9H20M,438.09
AC797,EWR,CDG,AC797+AC874,9H20M,448.73
AC797,EWR,CDG,AC797+AC874,9H20M,457.40
AC797,EWR,CDG,AC797+AC874,9H20M,446.86
AC797,EWR,CDG,AC797+AC874,9H20M,445.74
AC797,EWR,CDG,AC797+AC874,9H20M,453.38
AC797,EWR,CDG,AC797+AC874,9H20M,440.19
AC797,EWR,CDG,AC797+AC874,9H20M,439.92
AC797,EWR,CDG,AC797+AC874,9H20M,456.82
AC797,EWR,CDG,AC797+AC874,9H20M,436.22
AC797,EWR,CDG,AC797+AC874,9H20M,455.99
AC797,EWR,CDG,AC797+AC874,9H20M,443.36
AC797,EWR,CDG,AC797+AC874,9H20M,435.06
AC797,EWR,CDG,AC797+AC874,9H20M,435.72
AC797,EWR,CDG,AC797+AC874,9H20M,441.63
AC797,EWR,CDG,AC797+AC874,9H20M,450.51
AC797,EWR,CDG,AC797+AC874,9H20M,462.48
AC797,EWR,CDG,AC797+AC874,9H20M,460.72
AC797,EWR,CDG,AC797+AC874,9H20M,451.83
AC797,EWR,CDG,AC797+AC874,9H20M,459.64
AC797,EWR,CDG,AC797+AC874,9H20M,459.72
AC797,EWR,CDG,AC797+AC874,9H20M,457.21
AC797,EWR,CDG,AC797+AC874,9H20M,458.69
AC797,EWR,CDG,AC797+AC874,9H20M,453.82
AC797,EWR,CDG,AC797+AC874,9H20M,440.99
AC797,EWR,CDG,AC797+AC874,9H20M,442.67
AC797,EWR,CDG,AC797+AC874,9H20M,449.19
AC797,EWR,CDG,AC797+AC874,9H20M,447.43
AC797,EWR,CDG,AC797+AC874,9H20M,449.29
AC797,EWR,CDG,AC797+AC874,9H20M,463.06
AC797,EWR,CDG,AC797+AC874,9H20M,457.04
AC797,EWR,CDG,AC797+AC874,9H20M,453.15
AC797,EWR,CDG,AC797+AC874,9H20M,436.28
AC797,EWR,CDG,AC797+AC874,9H20M,451.54
AC797,EWR,CDG,AC797+AC874,9H20M,451.84
AC797,EWR,CDG,AC797+AC874,9H20M,433.82
AC797,EWR,CDG,AC797+AC874,9H20M,442.87
AC797,EWR,CDG,AC797+AC874,9H20M,462.89
AC797,EWR,CDG,AC797+AC874,9H20M,453.35
AC797,EWR,CDG,AC797+AC874,9H20M,440.54
AC797,EWR,CDG,AC797+AC874,9H20M,442.17
AC797,EWR,CDG,AC797+AC874,9H20M,443.41
AC797,EWR,CDG,AC797+AC874,9H20M,461.98
AC797,EWR,CDG,AC797+AC874,9H20M,450.69
AC797,EWR,CDG,AC797+AC874,9H20M,454.92
AC797,EWR,CDG,AC797+AC874,9H20M,443.14
AC797,EWR,CDG,AC797+AC874,9H20M,438.27
AC797,EWR,CDG,AC797+AC874,9H20M,458.12
AC797,EWR,CDG,AC797+AC874,9H20M,450.08
AC797,EWR,CDG,AC797+AC874,9H20M,444.65
AC797,EWR,CDG,AC797+AC874,9H20M,434.45
AC797,EWR,CDG,AC797+AC874,9H20M,442.57
AC797,EWR,CDG,AC797+AC874,9H20M,448.66
AC797,EWR,CDG,AC797+AC874,9H20M,461.88
AC797,EWR,CDG,AC797+AC874,9H20M,439.78
AC797,EWR,CDG,AC797+AC874,9H20M,435.33
AC797,EWR,CDG,AC797+AC874,9H20M,437.97
AC797,EWR,CDG,AC797+AC874,9H20M,461.42
AC797,EWR,CDG,AC797+AC874,9H20M,438.28
AC797,EWR,CDG,AC797+AC874,9H20M,454.78
AC797,EWR,CDG,AC797+AC874,9H20M,446.25
AC797,EWR,CDG,AC797+AC874,9H20M,450.02
AC797,EWR,CDG,AC797+AC874,9H20M,443.09
AC797,EWR,CDG,AC797+AC874,9H20M,437.86
AC797,EWR,CDG,AC797+AC874,9H20M,453.29
AC797,EWR,CDG,AC797+AC874,9H20M,452.88
